table,var,format,description,nomenclature,creation,suppression,dates_manquantes
NS_PRS_F,PSP_PPS_NUM,string (10),Numéro RPPS du prescripteur salarié,-,,,
NS_PRS_F,PSP_SPE_COD,number (2),Spécialité médicale du professionnel de santé prescripteur,IR_SPE_V,,,
NS_PRS_F,PSP_STJ_COD,number (2),Mode d'exercice du professionnel de santé prescripteur,IR_SJP_V,,,
NS_PRS_F,RGM_COD,number (3),Code du petit régime,IR_RGM_V,,,
NS_PRS_F,RGO_ASU_NAT,number (2),Nature d'assurance (régime obligatoire),IR_ASU_V,,,
NS_PRS_F,RGO_ENV_TYP,number (2),Type d'enveloppe (régime obligatoire),IR_ENV_V,,,
NS_PRS_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_PRS_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_PRS_F,TOT_REM_BSE,"number (11,2)",Base totale de remboursement de l'acte (base et compléments-majo hors PAF),-,,,
NS_PRS_F,TOT_REM_MNT,"number (11,2)",Montant total remboursé pour l'acte (base et compléments-majo et participations de l'assuré),-,,,
NS_RAT_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_RAT_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_RAT_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_RAT_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_RAT_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_RAT_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_RAT_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_RAT_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_RAT_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_RAT_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_RAT_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_RAT_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_RAT_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_RAT_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_RAT_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_RAT_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_RAT_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_RAT_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_RAT_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_RAT_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_RAT_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_RAT_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_RAT_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_RAT_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_RAT_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_RAT_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_RAT_F,RAT_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_RAT_F,BEN_RAT_ANO,string (17),N° anonymisé de rente (accident du travail - maladie professionnelle),-,,,
NS_RAT_F,ATT_NAT,number (2),Nature de l'accident du travail,IR_ATT_V,,,
NS_RAT_F,RAT_IPP_TAU,"number (5,2)",Taux de l'incapacité permanente (IPP),-,,,
NS_RAT_F,RAT_IPP_DTE,date (8),Date d'effet du taux de l'incapacité permanente (IPP),IR_DTE_V,,,
NS_TIP_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_TIP_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_TIP_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_TIP_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_TIP_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_TIP_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_TIP_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_TIP_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_TIP_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_TIP_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_TIP_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_TIP_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_TIP_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_TIP_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_TIP_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_TIP_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_TIP_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_TIP_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_TIP_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_TIP_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_TIP_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_TIP_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_TIP_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_TIP_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_TIP_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_TIP_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_TIP_F,TIP_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_TIP_F,TIP_PRS_IDE,number (13),Code LPP du produit ou de la Prestations,NT_LPP,,,
NS_TIP_F,LPP_ECT_MNT,"number (7,2)",Montant total de l'écart indemnisable LPP,-,,,
NS_TIP_F,LPP_ECU_MNT,"number (7,2)",Montant unitaire de l'écart indemnisable LPP,-,,,
NS_TIP_F,TIP_ACL_DTD,date (8),Date de début de location ou d'achat,IR_DTE_V,,,
NS_TIP_F,TIP_ACL_DTF,date (8),Date de fin de location ou d'achat,IR_DTE_V,,,
NS_TIP_F,TIP_ACT_PRU,"number (10,5)",Prix unitaire LPP du produit ou de la Prestations,-,,,
NS_TIP_F,TIP_PRS_TYP,number (1),Type de Prestations fournie,IR_PRF_V,,,
NS_TIP_F,TIP_PUB_PRX,"number (7,2)",Prix unitaire public,-,,,
NS_TIP_F,TIP_SIR_NUM,string (14),N° SIRET Fabriquant-Importateur,-,,,
NS_TIP_F,TIP_ACT_QSN,number (5),Quantité d'actes LPP,-,,,
NS_TRS_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_TRS_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_TRS_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_TRS_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_TRS_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_TRS_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_TRS_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_TRS_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_TRS_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_TRS_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_TRS_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_TRS_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_TRS_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_TRS_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_TRS_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_TRS_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_TRS_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_TRS_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_TRS_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_TRS_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_TRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_TRS_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_TRS_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_TRS_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_TRS_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_TRS_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_TRS_F,TRS_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_TRS_F,TRS_DEP_CDP,string (5),Code postal du lieu de départ du transport,-,,,
NS_TRS_F,TRS_TRP_HRD,number (4),Heure de départ du transport,-,,,
NS_TRS_F,TRS_DTD_DTE,date (8),Date de départ du transport,-,,,
NS_TRS_F,TRS_DTD_AMD,string (6),Date de départ (année et mois) du transport,-,,,
NS_TRS_F,TRS_ARR_CDP,string (5),Code postal du lieu d'arrivée du transport,-,,,
NS_TRS_F,TRS_TRP_HRA,number (4),Heure d'arrivée du transport,-,,,
NS_TRS_F,TRS_DTF_DTE,date (8),Date d'arrivée du transport,-,,,
NS_TRS_F,TRS_DTF_AMF,string (6),Date d'arrivée (année et mois) du transport,-,,,
NS_UCD_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_UCD_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_UCD_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_UCD_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_UCD_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_UCD_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_UCD_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_UCD_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_UCD_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_UCD_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_UCD_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_UCD_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_UCD_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_UCD_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_UCD_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_UCD_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_UCD_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_UCD_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_UCD_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_UCD_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_UCD_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_UCD_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_UCD_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_UCD_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_UCD_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_UCD_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_UCD_F,UCD_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_UCD_F,UCD_UCD_COD,string (13),Code UCD de la pharmacie hospitalière,NU_UCD_R,,,
NS_UCD_F,UCD_ACH_PRU,"number (7,2)",Prix d'achat unitaire,-,,,
NS_UCD_F,UCD_CAL_PRU,"number (7,2)",Prix unitaire calculé,-,,,
NS_UCD_F,UCD_ECT_MNT,"number (7,2)",Montant UCD total de l'écart indemnisable,-,,,
NS_UCD_F,UCD_ECU_MNT,"number (7,2)",Montant UCD unitaire de l'écart indemnisable,-,,,
NS_UCD_F,UCD_FAC_PRU,"number (7,2)",Prix unitaire facturé,-,,,
NS_UCD_F,UCD_FRC_COE,"number (5,4)",Coefficient de fractionnement,-,,,
NS_UCD_F,UCD_MAR_MNT,"number (7,2)",Montant UCD TTC de la marge de rétrocession,-,,,
NS_UCD_F,UCD_RCT_COU,"number (7,2)",Coût de reconstitution du médicament,-,,,
NS_UCD_F,UCD_TOP_UCD,number (1),Top UCD,IR_TCU_V,,,
NS_UCD_F,UCD_TTF_MNT,"number (7,2)",Montant total TTC facturé,-,,,
NS_UCD_F,UCD_DLV_NBR,number (5),Nombre d'unités délivrées,-,,,
OPEN_DAMIR,AGE_BEN_SNDS,number (2),Tranche d'Age Bénéficiaire au moment des soins,AGE_BEN_SNDS,,,
OPEN_DAMIR,BEN_RES_REG,number (2),Région de Résidence du Bénéficiaire,BEN_RES_REG,,,
OPEN_DAMIR,DDP_SPE_COD,number (3),Discipline de Prestation Etb Exécutant,DDP_SPE_COD,,,
OPEN_DAMIR,ETE_CAT_SNDS,number (4),Catégorie Etb Exécutant,ETE_CAT_SNDS,,,
OPEN_DAMIR,ETE_REG_COD,number (2),Région d'Implantation Etb Exécutant,ETE_REG_COD,,,
OPEN_DAMIR,ETE_TYP_SNDS,number (2),Type Etb Exécutant,ETE_TYP_SNDS,,,
OPEN_DAMIR,ETP_CAT_SNDS,number (4),Catégorie Etb Prescripteur,ETP_CAT_SNDS,,,
OPEN_DAMIR,ETP_REG_COD,number (2),Région d'Implantation Etb Prescripteur,ETP_REG_COD,,,
OPEN_DAMIR,EXE_INS_REG,number (2),Région du PS Exécutant,EXE_INS_REG,,,
OPEN_DAMIR,MDT_TYP_COD,number (1),Mode de Traitement Etb Exécutant,MDT_TYP_COD,,,
OPEN_DAMIR,ORG_CLE_REG,number (2),Région de l'Organisme de Liquidation,ORG_CLE_REG,,,
OPEN_DAMIR,PRE_INS_REG,number (2),Région du PS Prescripteur,PRE_INS_REG,,,
OPEN_DAMIR,PSE_ACT_CAT,number (2),Catégorie de l' Exécutant,PSE_ACT_CAT,,,
OPEN_DAMIR,PSE_ACT_SNDS,number (2),Nature d'Activité PS Exécutant,PSE_ACT_SNDS,,,
OPEN_DAMIR,PSE_SPE_SNDS,number (2),Spécialité Médicale PS Exécutant,PSE_SPE_SNDS,,,
OPEN_DAMIR,PSE_STJ_SNDS,number (1),Statut Juridique PS Exécutant,PSE_STJ_SNDS,,,
OPEN_DAMIR,PSP_ACT_CAT,number (2),Catégorie du Prescripteur,PSP_ACT_CAT,,,
OPEN_DAMIR,PSP_ACT_SNDS,number (2),Nature d'Activité PS Prescripteur,PSP_ACT_SNDS,,,
OPEN_DAMIR,PSP_SPE_SNDS,number (2),Spécialité Médicale PS Prescripteur,PSP_SPE_SNDS,,,
OPEN_DAMIR,PSP_STJ_SNDS,number (1),Statut Juridique PS Prescripteur,PSP_STJ_SNDS,,,
OPEN_DAMIR,FLT_DEP_MNT,"number (17,2)",Montant du dépassement de la prestation,-,,,
OPEN_DAMIR,PRS_REM_MNT,"number (13,2)",Montant remboursé,-,,,
OPEN_DAMIR,MTM_NAT,number (1),Modulation du ticket modérateur,IR_MTM_V,,,
OPEN_DAMIR,EXO_MTF,number (2),Motif d'exonération du ticket modérateur,IR_EXO_V,,,
OPEN_DAMIR,TOP_PS5_TRG,number (2),Top PS5 Tous Régimes,-,,,
OPEN_DAMIR,FLT_REM_MNT,"number (15,2)",Montant versé - remboursé (Part de base uniquement),-,,,
OPEN_DAMIR,ETE_IND_TAA,number (1),Indicateur TAA,IR_TAA_V,,,
OPEN_DAMIR,PRS_REM_TAU,number (3),Taux de remboursement réel (régime obligatoire),-,,,
OPEN_DAMIR,PRS_NAT,number (5),Nature de prestation,IR_NAT_V,,,
OPEN_DAMIR,MFT_COD,number (2),Code du mode de fixation des tarifs,IR_MFT_V,,,
OPEN_DAMIR,DRG_AFF_NAT,string (2),Code affiné du destinataire du règlement,-,,,
OPEN_DAMIR,FLT_ACT_NBR,number (12),Dénombrement de la prestation,-,,,
OPEN_DAMIR,BEN_SEX_COD,number (1),Code sexe du bénéficiaire,IR_SEX_V,,,
OPEN_DAMIR,PRS_ACT_COG,"number (9,2)",Coefficient global de l'acte de base,-,,,
OPEN_DAMIR,FLT_PAI_MNT,"number (17,2)",Montant de la dépense de la prestation,-,,,
OPEN_DAMIR,PRS_REM_BSE,"number (13,2)",Base de remboursement,-,,,
OPEN_DAMIR,BEN_CMU_TOP,string (1),Top bénéficiaire de la CMU complémentaire,-,,,
OPEN_DAMIR,FLT_ACT_QTE,number (12),Quantité de la prestation,-,,,
OPEN_DAMIR,PRS_PDS_QCP,number (2),Code qualificatif du parcours de soins,IR_QPS_V,,,
OPEN_DAMIR,FLT_ACT_COG,"number (13,2)",Coefficient Global de la prestation,-,,,
OPEN_DAMIR,ASU_NAT,number (3),Nature de l'assurance,IR_ASU_V,,,
OPEN_DAMIR,PRS_ACT_QTE,number (5),Quantité de l'acte de base,-,,,
OPEN_DAMIR,SOI_ANN,string (4),Année de soin PS5,-,,,
OPEN_DAMIR,CPT_ENV_TYP,number (3),Type d'enveloppe,IR_ENV_V,,,
OPEN_DAMIR,BEN_QLT_COD,number (3),Qualité du bénéficiaire,IR_BEQ_V,,,
OPEN_DAMIR,PRS_FJH_TYP,number (2),Type de prise en charge Forfait Journalier,IR_FJH_V,,,
OPEN_DAMIR,PRS_DEP_MNT,"number (11,2)",Montant global du dépassement,-,,,
OPEN_DAMIR,PRS_ACT_NBR,number (5),Dénombrement des actes de base,-,,,
OPEN_DAMIR,SOI_MOI,string (2),Mois de soin PS5,-,,,
OPEN_DAMIR,CPL_COD,number (1),Majorations hors actes CCAM - complément dacte,IR_CPA_V,,,
OPEN_DAMIR,PRS_PAI_MNT,"number (11,2)",Montant global de la dépense,-,,,
OPEN_DAMIR,PRS_REM_TYP,number (3),Type de remboursement,IR_TYR_V,,,
OPEN_DAMIR,FLX_ANN_MOI,string (6),Année et Mois de traitement,-,,,
OPEN_DAMIR,ATT_NAT,number (2),Nature de l'accident du travail,IR_ATT_V,,,
OPEN_DAMIR,PRS_PPU_SEC,number (1),Code privé - public de la Prestations,IR_PPU_V,,,
